"features" "mean" "stdev"
"365" "fBodyAccJerk-iqr()-Y" -0.719893556985737 0.312254345464676
"366" "fBodyAccJerk-iqr()-Z" -0.771494743232887 0.266964477046026
"367" "fBodyAccJerk-entropy()-X" -0.266934403181862 0.749480051999786
"368" "fBodyAccJerk-entropy()-Y" -0.265555351903177 0.734307330277739
"369" "fBodyAccJerk-entropy()-Z" -0.365422543326297 0.638714670479462
"370" "fBodyAccJerk-maxInds-X" -0.414055733566366 0.321560408826187
"371" "fBodyAccJerk-maxInds-Y" -0.396892902223517 0.26538615069277
"372" "fBodyAccJerk-maxInds-Z" -0.324540246625886 0.293475980123875
"373" "fBodyAccJerk-meanFreq()-X" -0.0477062917542325 0.295541570708683
"374" "fBodyAccJerk-meanFreq()-Y" -0.213392904926883 0.272186281568714
"375" "fBodyAccJerk-meanFreq()-Z" -0.123828014584147 0.273353750555325
"376" "fBodyAccJerk-skewness()-X" -0.315459909295403 0.256424716506151
"377" "fBodyAccJerk-kurtosis()-X" -0.713192262788805 0.209276176460826
"378" "fBodyAccJerk-skewness()-Y" -0.399771004761536 0.187970292590387
"379" "fBodyAccJerk-kurtosis()-Y" -0.823099370133193 0.140864045918551
"380" "fBodyAccJerk-skewness()-Z" -0.487741785527415 0.198982496230555
"381" "fBodyAccJerk-kurtosis()-Z" -0.815881292637033 0.150041336233416
"382" "fBodyAccJerk-bandsEnergy()-1,8" -0.867790166049472 0.210159728411967
"383" "fBodyAccJerk-bandsEnergy()-9,16" -0.886610577630741 0.173441850115206
"384" "fBodyAccJerk-bandsEnergy()-17,24" -0.873657339011977 0.203859625365095
"385" "fBodyAccJerk-bandsEnergy()-25,32" -0.897512744293261 0.179703936239465
"386" "fBodyAccJerk-bandsEnergy()-33,40" -0.921781011230935 0.132048068737038
"387" "fBodyAccJerk-bandsEnergy()-41,48" -0.90298054491246 0.16386748098724
"388" "fBodyAccJerk-bandsEnergy()-49,56" -0.945086711251772 0.100975670348718
"389" "fBodyAccJerk-bandsEnergy()-57,64" -0.984548947264492 0.053589232441562
"390" "fBodyAccJerk-bandsEnergy()-1,16" -0.86824127624315 0.193510476008809
"391" "fBodyAccJerk-bandsEnergy()-17,32" -0.854673657378944 0.229737319603009
"392" "fBodyAccJerk-bandsEnergy()-33,48" -0.907546665670317 0.149855370434001
"393" "fBodyAccJerk-bandsEnergy()-49,64" -0.943050607583843 0.104611518870946
"394" "fBodyAccJerk-bandsEnergy()-1,24" -0.846111263779328 0.219708658663897
"395" "fBodyAccJerk-bandsEnergy()-25,48" -0.862219084822611 0.223505755197464
"396" "fBodyAccJerk-bandsEnergy()-1,8" -0.834576479630323 0.235633271098475
"397" "fBodyAccJerk-bandsEnergy()-9,16" -0.868761989366437 0.206656029104265
"398" "fBodyAccJerk-bandsEnergy()-17,24" -0.836442771734634 0.256768369805505
"399" "fBodyAccJerk-bandsEnergy()-25,32" -0.908162317713642 0.156802776108176
"400" "fBodyAccJerk-bandsEnergy()-33,40" -0.915844731172172 0.143971845567544
"401" "fBodyAccJerk-bandsEnergy()-41,48" -0.877044705834585 0.198954153710434
"402" "fBodyAccJerk-bandsEnergy()-49,56" -0.923283022654626 0.129201377171905
"403" "fBodyAccJerk-bandsEnergy()-57,64" -0.971320000632159 0.0906650015170386
"404" "fBodyAccJerk-bandsEnergy()-1,16" -0.842036570597375 0.232146250342395
"405" "fBodyAccJerk-bandsEnergy()-17,32" -0.837360471943564 0.250295458528637
"406" "fBodyAccJerk-bandsEnergy()-33,48" -0.879073946132653 0.193081212276652
"407" "fBodyAccJerk-bandsEnergy()-49,64" -0.929346907479852 0.118941819877
"408" "fBodyAccJerk-bandsEnergy()-1,24" -0.813082987201659 0.265377631323359
"409" "fBodyAccJerk-bandsEnergy()-25,48" -0.895721790432304 0.165431499602026
"410" "fBodyAccJerk-bandsEnergy()-1,8" -0.900659270891659 0.165459796380376
"411" "fBodyAccJerk-bandsEnergy()-9,16" -0.899306858802552 0.177107218919471
"412" "fBodyAccJerk-bandsEnergy()-17,24" -0.931416929759977 0.132398742859757
"413" "fBodyAccJerk-bandsEnergy()-25,32" -0.963375394737518 0.0787331275352266
"414" "fBodyAccJerk-bandsEnergy()-33,40" -0.967359407929119 0.0730380800811237
"415" "fBodyAccJerk-bandsEnergy()-41,48" -0.94238752017479 0.112439428026896
"416" "fBodyAccJerk-bandsEnergy()-49,56" -0.932343820732984 0.13117808434355
"417" "fBodyAccJerk-bandsEnergy()-57,64" -0.971368058833576 0.0972187106134915
"418" "fBodyAccJerk-bandsEnergy()-1,16" -0.878602779791543 0.198387286910566
"419" "fBodyAccJerk-bandsEnergy()-17,32" -0.947071070800665 0.101312769525298
"420" "fBodyAccJerk-bandsEnergy()-33,48" -0.957632641155889 0.0865245029981638
"421" "fBodyAccJerk-bandsEnergy()-49,64" -0.932524730914992 0.130528200553582
"422" "fBodyAccJerk-bandsEnergy()-1,24" -0.899216849758033 0.167874640579823
"423" "fBodyAccJerk-bandsEnergy()-25,48" -0.961144851382853 0.0793404915116891
"424" "fBodyGyro-mean()-X" -0.672094306818974 0.35149842860383
"425" "fBodyGyro-mean()-Y" -0.70621663959074 0.335665288148602
"426" "fBodyGyro-mean()-Z" -0.644192752866115 0.382019381474912
"427" "fBodyGyro-std()-X" -0.738594816501343 0.285773041831007
"428" "fBodyGyro-std()-Y" -0.674226934551517 0.369664683490479
"429" "fBodyGyro-std()-Z" -0.690446312501126 0.337310154388265
"430" "fBodyGyro-mad()-X" -0.687956742007122 0.334022753157914
"431" "fBodyGyro-mad()-Y" -0.712145127017483 0.32628851189349
"432" "fBodyGyro-mad()-Z" -0.640920499683918 0.385639083243026
"433" "fBodyGyro-max()-X" -0.73545456021797 0.304433559962101
"434" "fBodyGyro-max()-Y" -0.733671650033348 0.325768167737756
"435" "fBodyGyro-max()-Z" -0.764204237525595 0.273909675991323
"436" "fBodyGyro-min()-X" -0.931548457275658 0.112675491245684
"437" "fBodyGyro-min()-Y" -0.900716098214293 0.157581004635125
"438" "fBodyGyro-min()-Z" -0.908750956159249 0.139114521908254
"439" "fBodyGyro-sma()" -0.660284332246048 0.361762900583574
"440" "fBodyGyro-energy()-X" -0.915446550793456 0.129549071538404
"441" "fBodyGyro-energy()-Y" -0.885434275295097 0.191278364136744
"442" "fBodyGyro-energy()-Z" -0.869633116428712 0.198728315232591
"443" "fBodyGyro-iqr()-X" -0.707326722844704 0.335876249577311
"444" "fBodyGyro-iqr()-Y" -0.753796308535432 0.30488215485462
"445" "fBodyGyro-iqr()-Z" -0.696860736305486 0.351986599336245
"446" "fBodyGyro-entropy()-X" -0.0931789304228372 0.609627820121798
"447" "fBodyGyro-entropy()-Y" -0.0467370743210457 0.609899015437994
"448" "fBodyGyro-entropy()-Z" -0.14912590076738 0.602717795235957
"449" "fBodyGyro-maxInds-X" -0.878855551616371 0.193081524329328
"450" "fBodyGyro-maxInds-Y" -0.801152006298864 0.28912979982835
"451" "fBodyGyro-maxInds-Z" -0.807862162566074 0.233728589060405
"452" "fBodyGyro-meanFreq()-X" -0.101042702224631 0.255888865648293
"453" "fBodyGyro-meanFreq()-Y" -0.174277577553958 0.273333251651214
"454" "fBodyGyro-meanFreq()-Z" -0.0513928953203266 0.266192798184612
"455" "fBodyGyro-skewness()-X" -0.176754696990741 0.322408327764855
"456" "fBodyGyro-kurtosis()-X" -0.494010005471128 0.339031817940844
"457" "fBodyGyro-skewness()-Y" -0.178470808803399 0.347340882147722
"458" "fBodyGyro-kurtosis()-Y" -0.533051994016485 0.377172839256781
"459" "fBodyGyro-skewness()-Z" -0.21364798048177 0.33070591239678
"460" "fBodyGyro-kurtosis()-Z" -0.533094354557375 0.345792335805266
"461" "fBodyGyro-bandsEnergy()-1,8" -0.929211084279823 0.117050166241252
"462" "fBodyGyro-bandsEnergy()-9,16" -0.907558742847356 0.156586990532879
"463" "fBodyGyro-bandsEnergy()-17,24" -0.920128061663657 0.137934698315399
"464" "fBodyGyro-bandsEnergy()-25,32" -0.958904072537139 0.0832768868954113
"465" "fBodyGyro-bandsEnergy()-33,40" -0.949987460863967 0.105145654873261
"466" "fBodyGyro-bandsEnergy()-41,48" -0.95221939789232 0.0917876001614149
"467" "fBodyGyro-bandsEnergy()-49,56" -0.964051241269152 0.0806289716305445
"468" "fBodyGyro-bandsEnergy()-57,64" -0.975361338116856 0.0715991854815989
"469" "fBodyGyro-bandsEnergy()-1,16" -0.919865699659899 0.125095415052345
"470" "fBodyGyro-bandsEnergy()-17,32" -0.918990186549277 0.138346132310254
"471" "fBodyGyro-bandsEnergy()-33,48" -0.945868204962958 0.106487826592203
"472" "fBodyGyro-bandsEnergy()-49,64" -0.969055794042334 0.0750122998193636
"473" "fBodyGyro-bandsEnergy()-1,24" -0.916880710048364 0.127866826466603
"474" "fBodyGyro-bandsEnergy()-25,48" -0.954693114347121 0.0880037807798289
"475" "fBodyGyro-bandsEnergy()-1,8" -0.878465042808816 0.218269758113323
"476" "fBodyGyro-bandsEnergy()-9,16" -0.957397288479445 0.100732071083335
"477" "fBodyGyro-bandsEnergy()-17,24" -0.959814576101447 0.112328501031548
"478" "fBodyGyro-bandsEnergy()-25,32" -0.967476400834062 0.0848003683757273
"479" "fBodyGyro-bandsEnergy()-33,40" -0.97764929436353 0.058389179037881
"480" "fBodyGyro-bandsEnergy()-41,48" -0.958081731538295 0.0949813153055177
"481" "fBodyGyro-bandsEnergy()-49,56" -0.952407061115302 0.111425293426246
"482" "fBodyGyro-bandsEnergy()-57,64" -0.976085134578619 0.0762033360207664
"483" "fBodyGyro-bandsEnergy()-1,16" -0.890460317703709 0.185505854494349
"484" "fBodyGyro-bandsEnergy()-17,32" -0.952559766594893 0.12421762246324
"485" "fBodyGyro-bandsEnergy()-33,48" -0.97340266556054 0.0647071667108292
"486" "fBodyGyro-bandsEnergy()-49,64" -0.956190288305515 0.105094399379596
"487" "fBodyGyro-bandsEnergy()-1,24" -0.878993883045636 0.202496429930441
"488" "fBodyGyro-bandsEnergy()-25,48" -0.966813376008059 0.0828893507646022
"489" "fBodyGyro-bandsEnergy()-1,8" -0.899208173289766 0.169896427151443
"490" "fBodyGyro-bandsEnergy()-9,16" -0.93286344807225 0.132583831801971
"491" "fBodyGyro-bandsEnergy()-17,24" -0.931869942946665 0.135874536594347
"492" "fBodyGyro-bandsEnergy()-25,32" -0.965562917247791 0.0759293525540237
"493" "fBodyGyro-bandsEnergy()-33,40" -0.971109659710652 0.0660096362987472
"494" "fBodyGyro-bandsEnergy()-41,48" -0.960489366972997 0.0798383952409975
"495" "fBodyGyro-bandsEnergy()-49,56" -0.951314358319516 0.104517019798192
"496" "fBodyGyro-bandsEnergy()-57,64" -0.969396888562191 0.0918926059360425
"497" "fBodyGyro-bandsEnergy()-1,16" -0.881620222122505 0.187208471302937
"498" "fBodyGyro-bandsEnergy()-17,32" -0.918364589839534 0.157757259712502
"499" "fBodyGyro-bandsEnergy()-33,48" -0.96815066392475 0.0680138359500029
"500" "fBodyGyro-bandsEnergy()-49,64" -0.959176242468754 0.0959527531485071
"501" "fBodyGyro-bandsEnergy()-1,24" -0.8730243443739 0.195166585668695
"502" "fBodyGyro-bandsEnergy()-25,48" -0.966367704040198 0.0713996032717027
"503" "fBodyAccMag-mean()" -0.585962696268539 0.445326568748138
"504" "fBodyAccMag-std()" -0.659531216655476 0.355428822604272
"505" "fBodyAccMag-mad()" -0.596119713735426 0.429161383203731
"506" "fBodyAccMag-max()" -0.756505645907433 0.257907110952222
"507" "fBodyAccMag-min()" -0.890588103055316 0.160813833426753
"508" "fBodyAccMag-sma()" -0.585962696268539 0.445326568748138
"509" "fBodyAccMag-energy()" -0.821867375904587 0.246763954352198
"510" "fBodyAccMag-iqr()" -0.694915906166169 0.344473569657737
"511" "fBodyAccMag-entropy()" -0.190127927670803 0.67820382282618
"512" "fBodyAccMag-maxInds" -0.752577250182154 0.262741804406168
"513" "fBodyAccMag-meanFreq()" 0.0768760112631957 0.262958087372081
"514" "fBodyAccMag-skewness()" -0.352429109413769 0.322068009420536
"515" "fBodyAccMag-kurtosis()" -0.632129027088649 0.319530515617404
"516" "fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.425064058475465
"517" "fBodyBodyAccJerkMag-std()" -0.640076803144351 0.406022019765095
"518" "fBodyBodyAccJerkMag-mad()" -0.614293255936873 0.431194579092873
"519" "fBodyBodyAccJerkMag-max()" -0.682695734240631 0.369694160361654
"520" "fBodyBodyAccJerkMag-min()" -0.803308386604057 0.269887904484327
"521" "fBodyBodyAccJerkMag-sma()" -0.620789916331592 0.425064058475465
"522" "fBodyBodyAccJerkMag-energy()" -0.840996482490485 0.227999948372342
"523" "fBodyBodyAccJerkMag-iqr()" -0.676629000973868 0.365550207428341
"524" "fBodyBodyAccJerkMag-entropy()" -0.338469345900311 0.666857199977994
"525" "fBodyBodyAccJerkMag-maxInds" -0.877799815764443 0.189654957159251
"526" "fBodyBodyAccJerkMag-meanFreq()" 0.173219742700723 0.252536980465226
"527" "fBodyBodyAccJerkMag-skewness()" -0.298597798027438 0.364723427136742
"528" "fBodyBodyAccJerkMag-kurtosis()" -0.601659034124411 0.353928104837512
"529" "fBodyBodyGyroMag-mean()" -0.697411069729937 0.323701247447165
"530" "fBodyBodyGyroMag-std()" -0.699976372277643 0.310443110261479
"531" "fBodyBodyGyroMag-mad()" -0.681013664076159 0.331222375143902
"532" "fBodyBodyGyroMag-max()" -0.734623485951375 0.281107013388215
"533" "fBodyBodyGyroMag-min()" -0.888701277621274 0.163586790814714
"534" "fBodyBodyGyroMag-sma()" -0.697411069729937 0.323701247447165
"535" "fBodyBodyGyroMag-energy()" -0.881301212126721 0.180431526451115
"536" "fBodyBodyGyroMag-iqr()" -0.722124967767466 0.310562394909098
"537" "fBodyBodyGyroMag-entropy()" -0.0762786849505127 0.602929506652608
"538" "fBodyBodyGyroMag-maxInds" -0.886999236088164 0.159981310369657
"539" "fBodyBodyGyroMag-meanFreq()" -0.0415636227771787 0.280141787984183
"540" "fBodyBodyGyroMag-skewness()" -0.2642790290978 0.322579317864976
"541" "fBodyBodyGyroMag-kurtosis()" -0.575866316443354 0.320005962923996
"542" "fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.267591646696675
"543" "fBodyBodyGyroJerkMag-std()" -0.792190209274884 0.25916005947039
"544" "fBodyBodyGyroJerkMag-mad()" -0.773403657796535 0.279727316157446
"545" "fBodyBodyGyroJerkMag-max()" -0.809934371803816 0.242697445781885
"546" "fBodyBodyGyroJerkMag-min()" -0.871201213209098 0.189626578686087
"547" "fBodyBodyGyroJerkMag-sma()" -0.779767633083527 0.267591646696675
"548" "fBodyBodyGyroJerkMag-energy()" -0.937898377778435 0.128284289844076
"549" "fBodyBodyGyroJerkMag-iqr()" -0.772714631795845 0.278403167001024
"550" "fBodyBodyGyroJerkMag-entropy()" -0.2743387562279 0.624272170556896
"551" "fBodyBodyGyroJerkMag-maxInds" -0.900033443405573 0.139691029760894
"552" "fBodyBodyGyroJerkMag-meanFreq()" 0.126707820497791 0.245443027441107
"553" "fBodyBodyGyroJerkMag-skewness()" -0.298591856415743 0.320198712888229
"554" "fBodyBodyGyroJerkMag-kurtosis()" -0.617700064090993 0.308795514927429
"555" "angle(tBodyAccMean,gravity)" 0.00770513730366637 0.336591046179278
"556" "angle(tBodyAccJerkMean),gravityMean)" 0.00264770963963395 0.44736375602737
"557" "angle(tBodyGyroMean,gravityMean)" 0.0176831301958708 0.616188498331737
"558" "angle(tBodyGyroJerkMean,gravityMean)" -0.00921912899702262 0.48476983995559
"559" "angle(X,gravityMean)" -0.496522166185746 0.511157750223321
"560" "angle(Y,gravityMean)" 0.0632551738495058 0.305467964061558
"561" "angle(Z,gravityMean)" -0.0542842821505305 0.26889816410019
